order_id,date,month,product_line,channel,units,revenue,returned
102058,2025-04-02,2025-04,Beauty,Website,2,82.39,False
102059,2025-04-10,2025-04,Apparel,Website,3,100.16,False
102060,2025-04-07,2025-04,Home & Garden,Website,2,164.97,False
102061,2025-04-27,2025-04,Beauty,Website,3,73.37,False
102062,2025-04-16,2025-04,Apparel,Mobile App,1,59.47,False
102063,2025-04-02,2025-04,Apparel,Website,3,184.05,False
102064,2025-04-09,2025-04,Beauty,Mobile App,3,99.67,False
102065,2025-04-17,2025-04,Home & Garden,Mobile App,1,76.91,False
102066,2025-04-13,2025-04,Electronics,Mobile App,3,948.6,False
102067,2025-04-29,2025-04,Home & Garden,Marketplace,1,91.16,False
102068,2025-04-21,2025-04,Electronics,Website,2,362.7,False
102069,2025-04-22,2025-04,Sports & Outdoors,Website,3,262.02,False
102070,2025-04-01,2025-04,Apparel,Mobile App,1,31.82,False
102071,2025-04-15,2025-04,Electronics,Website,1,161.11,False
102072,2025-04-10,2025-04,Sports & Outdoors,Website,1,23.45,True
102073,2025-04-11,2025-04,Apparel,Website,3,118.81,False
102074,2025-04-30,2025-04,Electronics,Website,2,273.7,False
102075,2025-04-28,2025-04,Apparel,Mobile App,2,83.04,False
102076,2025-04-23,2025-04,Sports & Outdoors,Website,1,65.13,False
102077,2025-04-29,2025-04,Electronics,Website,2,226.6,False
102078,2025-04-29,2025-04,Apparel,Mobile App,2,155.32,True
102079,2025-04-28,2025-04,Electronics,Marketplace,1,155.57,False
102080,2025-04-04,2025-04,Beauty,Website,2,75.27,False
102081,2025-04-23,2025-04,Sports & Outdoors,Mobile App,2,188.06,False
102082,2025-04-23,2025-04,Sports & Outdoors,Website,1,78.79,False
102083,2025-04-21,2025-04,Apparel,Mobile App,1,52.42,False
102084,2025-04-09,2025-04,Apparel,Website,2,104.96,False
102085,2025-04-27,2025-04,Sports & Outdoors,Website,3,336.92,False
102086,2025-04-25,2025-04,Home & Garden,Website,1,101.43,False
102087,2025-04-08,2025-04,Apparel,Website,2,118.57,False
102088,2025-04-25,2025-04,Sports & Outdoors,Website,3,320.69,False
102089,2025-04-18,2025-04,Electronics,Website,3,365.14,False
102090,2025-04-26,2025-04,Beauty,Mobile App,3,117.3,True
102091,2025-04-17,2025-04,Home & Garden,Mobile App,3,263.84,False
102092,2025-04-15,2025-04,Apparel,Website,3,129.86,False
102093,2025-04-14,2025-04,Sports & Outdoors,Mobile App,3,244.72,False
102094,2025-04-10,2025-04,Electronics,Marketplace,3,423.13,False
102095,2025-04-21,2025-04,Beauty,Website,2,60.64,False
102096,2025-04-08,2025-04,Electronics,Mobile App,1,149.9,False
102097,2025-04-13,2025-04,Sports & Outdoors,Website,3,191.65,False
102098,2025-04-21,2025-04,Beauty,Mobile App,1,26.89,False
102099,2025-04-17,2025-04,Sports & Outdoors,Website,2,90.03,True
102100,2025-04-05,2025-04,Sports & Outdoors,Website,3,372.32,False
102101,2025-04-05,2025-04,Electronics,Website,3,611.03,False
102102,2025-04-21,2025-04,Electronics,Website,2,464.25,False
102103,2025-04-08,2025-04,Home & Garden,Website,3,158.92,False
102104,2025-04-20,2025-04,Home & Garden,Mobile App,3,279.33,False
102105,2025-04-23,2025-04,Beauty,Website,1,33.02,False
102106,2025-04-06,2025-04,Home & Garden,Mobile App,2,73.29,False
102107,2025-04-29,2025-04,Apparel,Mobile App,2,155.49,False
102108,2025-04-12,2025-04,Electronics,Website,3,402.06,False
102109,2025-04-08,2025-04,Beauty,Mobile App,3,138.69,False
102110,2025-04-15,2025-04,Sports & Outdoors,Marketplace,2,187.08,False
102111,2025-04-25,2025-04,Sports & Outdoors,Website,1,138.61,False
102112,2025-04-07,2025-04,Home & Garden,Marketplace,1,56.62,False
102113,2025-04-21,2025-04,Sports & Outdoors,Mobile App,2,234.77,False
102114,2025-04-21,2025-04,Apparel,Mobile App,1,79.88,False
102115,2025-04-29,2025-04,Sports & Outdoors,Mobile App,1,94.05,False
102116,2025-04-21,2025-04,Sports & Outdoors,Website,3,201.53,False
102117,2025-04-18,2025-04,Beauty,Marketplace,3,104.46,False
102118,2025-04-28,2025-04,Beauty,Website,2,33.65,False
102119,2025-04-10,2025-04,Beauty,Website,2,92.5,False
102120,2025-04-26,2025-04,Beauty,Website,3,144.6,False
102121,2025-04-11,2025-04,Sports & Outdoors,Mobile App,3,48.52,False
102122,2025-04-17,2025-04,Apparel,Website,1,65.27,False
102123,2025-04-21,2025-04,Electronics,Mobile App,3,602.55,False
102124,2025-04-04,2025-04,Beauty,Website,2,52.03,False
102125,2025-04-14,2025-04,Beauty,Mobile App,3,67.75,False
102126,2025-04-07,2025-04,Sports & Outdoors,Website,3,146.66,False
102127,2025-04-18,2025-04,Apparel,Website,2,89.11,False
102128,2025-04-15,2025-04,Home & Garden,Mobile App,2,102.86,False
102129,2025-04-24,2025-04,Apparel,Mobile App,2,127.08,False
102130,2025-04-18,2025-04,Home & Garden,Mobile App,3,177.71,False
102131,2025-04-26,2025-04,Electronics,Website,2,410.58,False
102132,2025-04-04,2025-04,Beauty,Website,2,80.4,False
102133,2025-04-13,2025-04,Apparel,Website,1,25.77,False
102134,2025-04-01,2025-04,Home & Garden,Mobile App,3,238.96,False
102135,2025-04-18,2025-04,Beauty,Marketplace,1,35.36,False
102136,2025-04-12,2025-04,Electronics,Mobile App,2,335.2,False
102137,2025-04-28,2025-04,Apparel,Mobile App,3,127.63,False
102138,2025-04-04,2025-04,Beauty,Website,2,61.97,False
102139,2025-04-08,2025-04,Home & Garden,Website,1,76.69,False
102140,2025-04-17,2025-04,Electronics,Marketplace,3,580.66,False
102141,2025-04-30,2025-04,Apparel,Mobile App,3,147.52,False
102142,2025-04-18,2025-04,Electronics,Mobile App,1,242.93,True
102143,2025-04-14,2025-04,Electronics,Mobile App,1,133.37,False
102144,2025-04-24,2025-04,Electronics,Mobile App,3,424.46,False
102145,2025-04-24,2025-04,Apparel,Website,2,134.72,False
102146,2025-04-22,2025-04,Apparel,Website,3,109.54,False
102147,2025-04-09,2025-04,Home & Garden,Marketplace,3,199.74,False
102148,2025-04-24,2025-04,Electronics,Marketplace,1,90.27,False
102149,2025-04-25,2025-04,Home & Garden,Website,1,78.94,False
102150,2025-04-01,2025-04,Electronics,Website,1,133.04,False
102151,2025-04-14,2025-04,Electronics,Mobile App,2,247.27,False
102152,2025-05-01,2025-05,Apparel,Website,3,85.08,False
102153,2025-05-06,2025-05,Electronics,Website,1,173.18,False
102154,2025-05-10,2025-05,Home & Garden,Website,2,136.1,True
102155,2025-05-05,2025-05,Home & Garden,Website,1,110.67,False
102156,2025-05-04,2025-05,Apparel,Mobile App,3,127.54,False
102157,2025-05-04,2025-05,Beauty,Website,1,40.86,False
102158,2025-05-13,2025-05,Beauty,Website,1,39.27,False
102159,2025-05-05,2025-05,Beauty,Marketplace,2,59.35,False
102160,2025-05-04,2025-05,Home & Garden,Website,3,248.17,False
102161,2025-05-26,2025-05,Apparel,Website,1,42.59,True
102162,2025-05-03,2025-05,Beauty,Marketplace,1,52.41,False
102163,2025-05-20,2025-05,Apparel,Marketplace,3,191.09,False
102164,2025-05-24,2025-05,Electronics,Mobile App,2,192.36,False
102165,2025-05-28,2025-05,Sports & Outdoors,Marketplace,3,130.77,False
102166,2025-05-24,2025-05,Electronics,Website,3,320.28,False
102167,2025-05-23,2025-05,Electronics,Mobile App,3,712.26,False
102168,2025-05-10,2025-05,Apparel,Website,3,160.07,False
102169,2025-05-22,2025-05,Electronics,Website,2,426.02,False
102170,2025-05-19,2025-05,Beauty,Marketplace,1,40.36,False
102171,2025-05-11,2025-05,Home & Garden,Marketplace,2,79.21,False
102172,2025-05-19,2025-05,Beauty,Website,2,49.2,False
102173,2025-05-05,2025-05,Electronics,Website,3,413.65,False
102174,2025-05-20,2025-05,Sports & Outdoors,Website,3,276.42,False
102175,2025-05-19,2025-05,Electronics,Website,3,839.12,False
102176,2025-05-06,2025-05,Home & Garden,Marketplace,3,105.95,False
102177,2025-05-14,2025-05,Sports & Outdoors,Marketplace,3,209.78,False
102178,2025-05-08,2025-05,Electronics,Marketplace,1,195.67,False
102179,2025-05-01,2025-05,Sports & Outdoors,Marketplace,3,177.36,False
102180,2025-05-12,2025-05,Apparel,Website,3,36.34,False
102181,2025-05-25,2025-05,Apparel,Website,2,78.42,False
102182,2025-05-13,2025-05,Home & Garden,Marketplace,2,170.43,False
102183,2025-05-14,2025-05,Electronics,Website,2,463.42,False
102184,2025-05-29,2025-05,Electronics,Website,2,351.88,False
102185,2025-05-12,2025-05,Apparel,Website,3,24.0,False
102186,2025-05-17,2025-05,Beauty,Mobile App,2,71.57,False
102187,2025-05-02,2025-05,Electronics,Mobile App,3,463.39,False
102188,2025-05-06,2025-05,Apparel,Mobile App,3,88.87,False
102189,2025-05-11,2025-05,Beauty,Mobile App,1,11.73,False
102190,2025-05-20,2025-05,Sports & Outdoors,Mobile App,2,220.46,False
102191,2025-05-08,2025-05,Home & Garden,Website,2,149.82,False
102192,2025-05-18,2025-05,Sports & Outdoors,Marketplace,2,199.77,False
102193,2025-05-21,2025-05,Apparel,Mobile App,3,178.7,False
102194,2025-05-08,2025-05,Apparel,Marketplace,2,79.52,False
102195,2025-05-08,2025-05,Home & Garden,Website,3,253.84,False
102196,2025-05-15,2025-05,Electronics,Mobile App,3,425.65,False
102197,2025-05-18,2025-05,Sports & Outdoors,Website,3,106.6,False
102198,2025-05-21,2025-05,Electronics,Mobile App,1,142.97,False
102199,2025-05-29,2025-05,Apparel,Website,3,116.0,False
102200,2025-05-02,2025-05,Home & Garden,Website,2,130.96,False
102201,2025-05-02,2025-05,Sports & Outdoors,Website,2,143.32,False
102202,2025-05-24,2025-05,Apparel,Mobile App,3,97.91,False
102203,2025-05-14,2025-05,Apparel,Website,1,81.55,False
102204,2025-05-07,2025-05,Home & Garden,Website,2,197.38,False
102205,2025-05-28,2025-05,Beauty,Mobile App,3,63.14,False
102206,2025-05-21,2025-05,Apparel,Mobile App,2,78.93,False
102207,2025-05-10,2025-05,Home & Garden,Website,1,66.09,False
102208,2025-05-17,2025-05,Home & Garden,Mobile App,1,34.65,False
102209,2025-05-05,2025-05,Electronics,Website,3,910.3,False
102210,2025-05-23,2025-05,Apparel,Website,2,99.98,False
102211,2025-05-14,2025-05,Electronics,Website,1,176.85,False
102212,2025-05-03,2025-05,Home & Garden,Website,2,88.04,False
102213,2025-05-05,2025-05,Apparel,Website,2,78.36,False
102214,2025-05-09,2025-05,Apparel,Marketplace,1,41.96,False
102215,2025-05-22,2025-05,Sports & Outdoors,Website,3,222.96,False
102216,2025-05-04,2025-05,Beauty,Website,1,31.2,False
102217,2025-05-16,2025-05,Apparel,Website,1,41.6,False
102218,2025-05-11,2025-05,Apparel,Mobile App,1,66.38,True
102219,2025-05-27,2025-05,Sports & Outdoors,Website,3,247.96,False
102220,2025-05-06,2025-05,Apparel,Marketplace,3,102.45,False
102221,2025-05-26,2025-05,Sports & Outdoors,Mobile App,1,77.36,False
102222,2025-05-11,2025-05,Beauty,Marketplace,3,58.83,False
102223,2025-05-25,2025-05,Beauty,Marketplace,2,85.45,False
102224,2025-05-27,2025-05,Home & Garden,Mobile App,1,87.92,False
102225,2025-05-07,2025-05,Electronics,Website,3,734.47,False
102226,2025-05-19,2025-05,Home & Garden,Mobile App,1,74.12,False
102227,2025-05-02,2025-05,Apparel,Website,1,81.31,False
102228,2025-05-07,2025-05,Home & Garden,Website,1,36.35,False
102229,2025-05-01,2025-05,Home & Garden,Mobile App,2,147.72,False
102230,2025-05-26,2025-05,Electronics,Website,3,383.93,False
102231,2025-05-12,2025-05,Electronics,Website,3,507.01,False
102232,2025-05-12,2025-05,Apparel,Website,2,149.29,False
102233,2025-05-04,2025-05,Beauty,Mobile App,1,57.12,False
102234,2025-05-10,2025-05,Apparel,Mobile App,3,227.62,False
102235,2025-05-29,2025-05,Beauty,Mobile App,2,68.66,False
102236,2025-05-27,2025-05,Electronics,Mobile App,1,109.32,False
102237,2025-05-30,2025-05,Electronics,Website,1,181.26,False
102238,2025-05-03,2025-05,Apparel,Website,3,167.38,True
102239,2025-05-25,2025-05,Electronics,Website,1,151.52,False
102240,2025-05-22,2025-05,Home & Garden,Website,3,266.77,False
102241,2025-05-27,2025-05,Home & Garden,Website,2,101.54,False
102242,2025-05-25,2025-05,Sports & Outdoors,Website,1,71.01,False
102243,2025-05-25,2025-05,Apparel,Website,1,67.03,False
102244,2025-05-08,2025-05,Electronics,Website,2,552.36,False
102245,2025-05-11,2025-05,Sports & Outdoors,Website,3,398.83,False
102246,2025-05-09,2025-05,Apparel,Mobile App,2,183.86,False
102247,2025-05-31,2025-05,Sports & Outdoors,Mobile App,3,255.79,False
102248,2025-05-14,2025-05,Sports & Outdoors,Mobile App,3,289.26,False
102249,2025-05-16,2025-05,Sports & Outdoors,Website,1,123.57,False
102250,2025-05-02,2025-05,Home & Garden,Website,2,200.66,False
102251,2025-05-05,2025-05,Apparel,Mobile App,2,47.13,False
102252,2025-05-14,2025-05,Home & Garden,Mobile App,2,159.3,False
102253,2025-05-04,2025-05,Apparel,Mobile App,3,250.0,False
102254,2025-05-29,2025-05,Electronics,Website,3,762.23,True
102255,2025-05-04,2025-05,Electronics,Website,1,184.83,False
102256,2025-05-09,2025-05,Electronics,Website,1,93.98,False
102257,2025-05-03,2025-05,Apparel,Website,3,205.54,True
102258,2025-05-19,2025-05,Apparel,Website,2,43.13,False
102259,2025-05-27,2025-05,Sports & Outdoors,Website,2,292.59,False
102260,2025-05-31,2025-05,Sports & Outdoors,Website,2,179.11,False
102261,2025-05-16,2025-05,Beauty,Mobile App,1,43.36,False
102262,2025-05-23,2025-05,Apparel,Marketplace,2,67.19,False
102263,2025-05-04,2025-05,Electronics,Mobile App,3,407.68,False
102264,2025-05-16,2025-05,Electronics,Website,1,123.22,False
102265,2025-05-11,2025-05,Beauty,Website,1,39.57,False
102266,2025-05-13,2025-05,Beauty,Website,2,36.62,False
102267,2025-05-29,2025-05,Beauty,Website,3,178.12,False
102268,2025-05-31,2025-05,Apparel,Website,2,152.98,False
102269,2025-05-13,2025-05,Electronics,Website,3,251.46,False
102270,2025-05-07,2025-05,Beauty,Mobile App,1,38.72,False
102271,2025-05-20,2025-05,Electronics,Mobile App,3,421.26,False
102272,2025-05-29,2025-05,Home & Garden,Website,1,48.94,False
102273,2025-05-10,2025-05,Apparel,Website,3,156.97,False
102274,2025-05-06,2025-05,Beauty,Mobile App,1,37.89,False
102275,2025-05-15,2025-05,Apparel,Mobile App,2,117.17,False
102276,2025-05-02,2025-05,Apparel,Website,1,53.54,True
102277,2025-05-13,2025-05,Apparel,Mobile App,3,115.59,False
102278,2025-05-20,2025-05,Electronics,Website,3,295.54,False
102279,2025-05-19,2025-05,Sports & Outdoors,Website,1,70.45,False
102280,2025-05-28,2025-05,Electronics,Mobile App,2,457.26,False
102281,2025-05-24,2025-05,Beauty,Mobile App,2,75.3,False
102282,2025-05-26,2025-05,Apparel,Website,1,53.04,False
102283,2025-05-31,2025-05,Beauty,Mobile App,3,47.23,False
102284,2025-05-12,2025-05,Beauty,Website,1,30.14,False
102285,2025-05-31,2025-05,Apparel,Mobile App,3,159.74,True
102286,2025-05-25,2025-05,Apparel,Mobile App,1,33.87,True
102287,2025-05-15,2025-05,Home & Garden,Website,3,193.12,False
102288,2025-05-31,2025-05,Home & Garden,Marketplace,2,128.87,False
102289,2025-05-16,2025-05,Sports & Outdoors,Website,1,74.64,False
102290,2025-05-29,2025-05,Apparel,Website,2,68.84,False
102291,2025-05-19,2025-05,Apparel,Mobile App,2,107.1,True
102292,2025-05-31,2025-05,Apparel,Marketplace,3,205.67,False
102293,2025-05-08,2025-05,Beauty,Mobile App,3,97.23,True
102294,2025-05-25,2025-05,Apparel,Website,3,183.61,False
102295,2025-05-20,2025-05,Beauty,Website,3,97.68,False
102296,2025-05-20,2025-05,Beauty,Mobile App,2,99.78,False
102297,2025-05-08,2025-05,Apparel,Mobile App,2,90.12,False
102298,2025-05-30,2025-05,Electronics,Website,3,212.73,False
102299,2025-05-29,2025-05,Beauty,Website,2,99.12,False
102300,2025-05-13,2025-05,Electronics,Website,1,230.41,False
102301,2025-05-24,2025-05,Beauty,Marketplace,2,38.38,False
102302,2025-05-17,2025-05,Apparel,Website,3,191.76,False
102303,2025-05-18,2025-05,Electronics,Mobile App,2,175.49,False
102304,2025-05-30,2025-05,Sports & Outdoors,Mobile App,3,488.95,False
102305,2025-05-26,2025-05,Electronics,Website,1,176.68,False
102306,2025-05-20,2025-05,Electronics,Website,2,253.97,False
102307,2025-05-24,2025-05,Beauty,Website,1,31.44,False
102308,2025-05-20,2025-05,Apparel,Mobile App,1,52.68,False
102309,2025-05-12,2025-05,Apparel,Website,1,54.23,False
102310,2025-05-03,2025-05,Apparel,Website,3,133.34,False
102311,2025-05-19,2025-05,Beauty,Website,1,20.26,False
102312,2025-05-01,2025-05,Electronics,Website,3,153.62,False
102313,2025-05-12,2025-05,Home & Garden,Website,3,104.38,False
102314,2025-05-01,2025-05,Home & Garden,Mobile App,2,84.01,False
102315,2025-05-09,2025-05,Beauty,Website,3,89.14,False
102316,2025-05-05,2025-05,Apparel,Mobile App,2,146.32,False
102317,2025-05-13,2025-05,Electronics,Website,3,256.87,False
102318,2025-05-24,2025-05,Home & Garden,Website,1,61.16,False
102319,2025-05-13,2025-05,Beauty,Website,3,110.05,False
102320,2025-05-06,2025-05,Home & Garden,Mobile App,3,229.81,False
102321,2025-05-18,2025-05,Electronics,Mobile App,3,438.5,False
102322,2025-05-15,2025-05,Apparel,Website,1,65.77,False
102323,2025-05-26,2025-05,Electronics,Website,2,229.0,False
102324,2025-05-04,2025-05,Beauty,Website,3,106.29,False
102325,2025-05-13,2025-05,Apparel,Mobile App,2,50.47,False
102326,2025-05-06,2025-05,Beauty,Mobile App,1,27.88,False
102327,2025-05-10,2025-05,Electronics,Mobile App,3,694.19,False
102328,2025-05-02,2025-05,Electronics,Website,1,210.49,False
102329,2025-05-25,2025-05,Home & Garden,Website,2,213.76,False
102330,2025-05-23,2025-05,Sports & Outdoors,Website,3,80.55,False
102331,2025-05-17,2025-05,Apparel,Website,3,93.72,False
102332,2025-05-13,2025-05,Apparel,Website,1,57.74,False
102333,2025-05-04,2025-05,Sports & Outdoors,Website,1,40.75,False
102334,2025-05-07,2025-05,Sports & Outdoors,Mobile App,3,151.17,False
102335,2025-05-07,2025-05,Home & Garden,Website,3,343.98,False
102336,2025-05-26,2025-05,Sports & Outdoors,Website,2,202.93,False
102337,2025-05-20,2025-05,Sports & Outdoors,Website,3,165.91,False
102338,2025-05-13,2025-05,Home & Garden,Marketplace,3,132.25,False
102339,2025-05-07,2025-05,Electronics,Website,2,373.18,False
102340,2025-05-06,2025-05,Apparel,Mobile App,3,140.82,True
102341,2025-05-20,2025-05,Electronics,Website,1,192.96,False
102342,2025-05-16,2025-05,Apparel,Website,1,78.95,False
102343,2025-05-01,2025-05,Apparel,Website,3,210.0,False
102344,2025-05-14,2025-05,Apparel,Mobile App,2,66.26,False
102345,2025-05-05,2025-05,Beauty,Mobile App,1,29.1,False
102346,2025-05-02,2025-05,Beauty,Website,3,146.88,False
102347,2025-05-15,2025-05,Beauty,Website,1,27.33,False
102348,2025-05-18,2025-05,Home & Garden,Mobile App,3,223.36,False
102349,2025-05-25,2025-05,Sports & Outdoors,Website,3,361.34,False
102350,2025-05-01,2025-05,Beauty,Mobile App,2,80.85,True
102351,2025-05-30,2025-05,Beauty,Website,2,63.09,False
102352,2025-05-03,2025-05,Electronics,Website,3,693.84,False
102353,2025-05-20,2025-05,Apparel,Website,1,69.45,False
102354,2025-05-15,2025-05,Sports & Outdoors,Website,1,106.76,False
102355,2025-05-24,2025-05,Sports & Outdoors,Mobile App,1,87.7,False
102356,2025-05-13,2025-05,Electronics,Mobile App,2,353.51,False
102357,2025-05-12,2025-05,Apparel,Website,1,32.64,False
102358,2025-05-06,2025-05,Electronics,Website,1,201.91,False
102359,2025-05-25,2025-05,Sports & Outdoors,Marketplace,2,224.43,False
102360,2025-05-24,2025-05,Home & Garden,Website,2,101.29,False
102361,2025-05-27,2025-05,Apparel,Mobile App,1,64.39,True
102362,2025-05-20,2025-05,Electronics,Mobile App,2,252.53,True
102363,2025-05-22,2025-05,Home & Garden,Mobile App,2,173.11,False
102364,2025-05-24,2025-05,Electronics,Marketplace,1,108.36,False
102365,2025-05-04,2025-05,Electronics,Website,1,140.09,False
102366,2025-05-12,2025-05,Apparel,Website,2,51.68,False
102367,2025-05-22,2025-05,Electronics,Website,2,304.0,False
102368,2025-05-07,2025-05,Beauty,Website,2,33.7,False
102369,2025-05-06,2025-05,Sports & Outdoors,Website,3,95.01,False
102370,2025-05-18,2025-05,Home & Garden,Marketplace,3,153.64,False
102371,2025-05-31,2025-05,Beauty,Mobile App,3,58.6,False
102372,2025-05-25,2025-05,Beauty,Mobile App,2,58.21,False
102373,2025-05-09,2025-05,Apparel,Mobile App,2,102.79,False
102374,2025-05-06,2025-05,Sports & Outdoors,Website,3,170.45,False
102375,2025-05-20,2025-05,Apparel,Website,2,81.92,False
102376,2025-05-12,2025-05,Electronics,Website,1,151.46,False
102377,2025-05-29,2025-05,Apparel,Marketplace,2,87.43,False
102378,2025-05-18,2025-05,Apparel,Mobile App,3,101.29,False
102379,2025-05-13,2025-05,Beauty,Website,1,34.74,False
102380,2025-05-30,2025-05,Electronics,Website,3,820.68,False
102381,2025-05-23,2025-05,Sports & Outdoors,Website,1,146.85,False
102382,2025-05-06,2025-05,Electronics,Website,1,177.73,False
102383,2025-05-07,2025-05,Electronics,Website,1,204.64,False
102384,2025-05-10,2025-05,Apparel,Marketplace,1,57.49,False
102385,2025-05-22,2025-05,Sports & Outdoors,Website,1,91.22,False
102386,2025-05-18,2025-05,Electronics,Mobile App,1,54.31,False
102387,2025-05-20,2025-05,Apparel,Marketplace,2,62.87,False
102388,2025-05-17,2025-05,Sports & Outdoors,Mobile App,1,46.66,False
102389,2025-05-08,2025-05,Sports & Outdoors,Website,1,86.46,True
102390,2025-05-10,2025-05,Sports & Outdoors,Mobile App,3,427.4,False
102391,2025-05-11,2025-05,Electronics,Website,2,370.46,False
102392,2025-05-24,2025-05,Electronics,Website,3,528.42,False
102393,2025-05-13,2025-05,Beauty,Website,2,46.48,False
102394,2025-05-15,2025-05,Home & Garden,Mobile App,2,135.01,False
102395,2025-05-22,2025-05,Sports & Outdoors,Website,3,174.61,False
102396,2025-05-14,2025-05,Electronics,Website,2,239.33,False
102397,2025-05-19,2025-05,Apparel,Website,1,38.34,False
102398,2025-05-07,2025-05,Sports & Outdoors,Website,2,181.41,False
102399,2025-05-02,2025-05,Beauty,Mobile App,3,110.06,False
102400,2025-05-18,2025-05,Sports & Outdoors,Website,1,105.04,False
102401,2025-05-23,2025-05,Electronics,Website,1,137.12,False
102402,2025-05-19,2025-05,Sports & Outdoors,Website,2,158.96,False
102403,2025-05-09,2025-05,Electronics,Mobile App,3,443.64,False
102404,2025-05-05,2025-05,Apparel,Website,2,118.35,False
102405,2025-05-25,2025-05,Electronics,Website,1,328.39,False
102406,2025-05-20,2025-05,Apparel,Mobile App,2,57.05,False
102407,2025-05-31,2025-05,Electronics,Mobile App,2,485.13,False
102408,2025-05-03,2025-05,Apparel,Website,3,160.86,False
102409,2025-05-07,2025-05,Beauty,Website,2,65.61,False
102410,2025-05-04,2025-05,Beauty,Website,2,35.53,False
102411,2025-05-17,2025-05,Apparel,Marketplace,3,102.69,False
102412,2025-05-31,2025-05,Home & Garden,Website,1,35.62,False
102413,2025-05-03,2025-05,Electronics,Mobile App,1,112.99,False
102414,2025-05-23,2025-05,Beauty,Mobile App,2,70.79,False
102415,2025-05-18,2025-05,Sports & Outdoors,Website,2,187.96,True
102416,2025-05-04,2025-05,Beauty,Website,2,61.04,True
102417,2025-05-14,2025-05,Beauty,Website,3,160.82,False
102418,2025-05-10,2025-05,Beauty,Website,3,51.26,True
102419,2025-05-01,2025-05,Apparel,Mobile App,2,134.69,False
102420,2025-05-04,2025-05,Sports & Outdoors,Website,2,125.48,False
102421,2025-05-24,2025-05,Electronics,Mobile App,3,686.84,False
102422,2025-05-13,2025-05,Sports & Outdoors,Website,2,182.34,False
102423,2025-05-04,2025-05,Sports & Outdoors,Mobile App,3,484.38,False
102424,2025-05-05,2025-05,Apparel,Website,1,17.84,False
102425,2025-05-09,2025-05,Apparel,Website,1,13.27,False
102426,2025-05-18,2025-05,Apparel,Website,1,46.56,False
102427,2025-05-09,2025-05,Home & Garden,Marketplace,3,236.24,False
102428,2025-05-02,2025-05,Electronics,Website,2,298.23,False
102429,2025-05-15,2025-05,Home & Garden,Mobile App,1,54.71,False
102430,2025-05-24,2025-05,Electronics,Marketplace,2,276.53,False
102431,2025-05-11,2025-05,Beauty,Mobile App,2,80.47,False
102432,2025-05-15,2025-05,Electronics,Mobile App,1,254.15,False
102433,2025-05-22,2025-05,Apparel,Website,3,170.89,False
102434,2025-05-11,2025-05,Apparel,Marketplace,3,152.21,False
102435,2025-05-18,2025-05,Home & Garden,Mobile App,1,37.27,False
102436,2025-05-11,2025-05,Beauty,Website,2,83.46,False
102437,2025-05-27,2025-05,Beauty,Website,1,38.0,False
102438,2025-05-24,2025-05,Apparel,Website,3,136.73,False
102439,2025-05-19,2025-05,Electronics,Website,2,505.57,False
102440,2025-05-06,2025-05,Apparel,Website,2,106.27,False
102441,2025-05-16,2025-05,Electronics,Website,1,99.98,False
102442,2025-05-11,2025-05,Home & Garden,Website,3,206.25,True
102443,2025-05-27,2025-05,Sports & Outdoors,Website,3,272.63,False
102444,2025-05-10,2025-05,Beauty,Marketplace,2,33.43,False
102445,2025-05-03,2025-05,Apparel,Mobile App,3,158.86,False
102446,2025-05-16,2025-05,Apparel,Website,3,137.66,False
102447,2025-05-20,2025-05,Sports & Outdoors,Website,2,192.62,False
102448,2025-05-31,2025-05,Beauty,Mobile App,1,44.24,False
102449,2025-05-27,2025-05,Apparel,Website,2,78.27,False
102450,2025-05-06,2025-05,Home & Garden,Website,3,58.48,False
102451,2025-05-12,2025-05,Apparel,Website,2,104.62,False
102452,2025-05-06,2025-05,Apparel,Website,2,60.42,False
102453,2025-05-09,2025-05,Beauty,Website,2,71.58,False
102454,2025-05-28,2025-05,Beauty,Mobile App,2,16.0,False
102455,2025-05-18,2025-05,Electronics,Website,3,448.75,False
102456,2025-05-31,2025-05,Sports & Outdoors,Website,1,59.87,False
102457,2025-05-13,2025-05,Electronics,Marketplace,1,288.81,False
102458,2025-05-10,2025-05,Apparel,Website,3,183.52,False
102459,2025-05-19,2025-05,Sports & Outdoors,Marketplace,3,418.77,False
102460,2025-05-16,2025-05,Sports & Outdoors,Website,1,74.51,True
102461,2025-05-21,2025-05,Apparel,Website,1,21.06,False
102462,2025-05-17,2025-05,Beauty,Website,1,38.62,False
102463,2025-05-10,2025-05,Electronics,Website,2,240.36,False
102464,2025-05-17,2025-05,Electronics,Website,3,500.47,True
102465,2025-05-16,2025-05,Electronics,Website,1,284.98,False
102466,2025-05-20,2025-05,Beauty,Mobile App,3,112.14,False
102467,2025-05-28,2025-05,Home & Garden,Website,3,237.77,False
102468,2025-05-26,2025-05,Beauty,Marketplace,3,92.19,False
102469,2025-05-29,2025-05,Sports & Outdoors,Website,3,276.61,False
102470,2025-05-29,2025-05,Electronics,Website,1,156.6,False
102471,2025-05-24,2025-05,Home & Garden,Marketplace,1,21.39,False
102472,2025-05-02,2025-05,Sports & Outdoors,Website,1,45.44,False
102473,2025-05-03,2025-05,Apparel,Website,2,82.35,False
102474,2025-05-25,2025-05,Home & Garden,Website,3,75.63,False
102475,2025-05-26,2025-05,Home & Garden,Mobile App,1,91.42,False
