lead_id,company_size,source,industry,engagement_score,response_time_hours,prior_interactions,budget_confirmed,attended_demo,lead_age_months,converted
361,1000+,Conference,Healthcare,27.5,2.7,2,1,0,0.6,0
362,1-50,Webinar,Other,56.4,9.0,3,0,0,1.9,1
363,1-50,Conference,Higher Education,24.0,5.9,7,0,1,1.2,0
364,1-50,Conference,Government,55.9,4.2,1,0,1,4.4,1
365,201-1000,Inbound Website,Higher Education,40.2,7.6,5,0,1,0.6,1
366,51-200,Cold Outreach,Other,78.1,25.9,1,0,0,5.9,0
367,201-1000,Referral,Corporate Security,56.5,29.4,2,0,0,0.6,1
368,201-1000,Referral,Healthcare,74.7,62.3,4,1,1,3.0,1
369,51-200,Cold Outreach,NGO/Nonprofit,34.9,19.2,1,0,1,1.7,0
370,1000+,Cold Outreach,Other,51.1,9.5,1,0,1,0.7,0
371,201-1000,Cold Outreach,Higher Education,30.4,12.8,4,0,0,2.7,0
372,1-50,Webinar,NGO/Nonprofit,41.7,1.0,5,0,1,13.5,1
373,51-200,Webinar,NGO/Nonprofit,44.8,9.3,2,0,0,1.6,1
374,51-200,Inbound Website,Higher Education,35.5,5.2,1,0,0,3.2,0
375,1-50,Referral,NGO/Nonprofit,25.7,3.1,3,0,1,0.4,1
376,1-50,University Partnership,Government,21.7,11.3,5,0,0,1.7,0
377,1000+,Inbound Website,Healthcare,3.2,3.4,2,0,1,3.8,0
378,51-200,Inbound Website,Corporate Security,28.9,1.7,3,1,0,8.3,0
379,51-200,Conference,Government,62.5,22.6,5,0,0,0.5,0
380,201-1000,Conference,Higher Education,18.0,34.6,1,0,0,2.5,0
381,51-200,Conference,Higher Education,22.6,13.9,2,0,1,0.5,1
382,1000+,Cold Outreach,Higher Education,85.8,0.5,0,0,1,0.1,1
383,201-1000,Cold Outreach,Healthcare,37.3,10.9,3,0,0,0.8,1
384,51-200,University Partnership,Government,56.4,1.2,3,1,0,4.5,1
385,51-200,Webinar,Higher Education,62.8,26.0,7,0,0,0.6,1
386,1000+,Conference,Healthcare,63.3,47.4,4,0,0,0.5,1
387,201-1000,Cold Outreach,Healthcare,19.6,20.0,7,0,1,1.6,0
388,1000+,Webinar,Corporate Security,45.4,6.1,5,0,0,1.3,1
389,1-50,University Partnership,Other,17.6,61.7,4,1,0,0.7,0
390,1000+,University Partnership,Government,98.9,25.5,3,0,0,0.1,1
391,201-1000,University Partnership,NGO/Nonprofit,18.1,1.8,2,0,0,0.8,0
392,1-50,Referral,Higher Education,29.0,5.1,2,0,1,1.4,0
393,51-200,Conference,Healthcare,29.2,30.4,5,0,1,1.0,0
394,201-1000,Cold Outreach,Other,20.1,5.2,0,0,0,0.2,0
395,1-50,Inbound Website,NGO/Nonprofit,77.1,16.4,4,0,1,0.2,1
396,51-200,Inbound Website,Corporate Security,98.4,11.1,4,0,0,0.2,1
397,201-1000,University Partnership,Healthcare,40.5,8.1,1,0,1,0.3,0
398,1-50,University Partnership,Government,,2.9,3,0,1,0.8,1
399,51-200,Inbound Website,Healthcare,5.3,27.9,1,0,0,0.2,0
400,51-200,University Partnership,NGO/Nonprofit,45.1,22.8,4,0,1,3.1,1
401,51-200,Conference,Other,43.7,48.6,5,1,0,0.5,0
402,1000+,Referral,Corporate Security,37.0,6.5,4,0,1,0.2,0
403,201-1000,Inbound Website,Higher Education,54.4,1.1,4,1,0,3.0,1
404,1-50,Inbound Website,Corporate Security,57.9,54.8,7,1,0,0.6,0
405,1000+,University Partnership,Higher Education,56.5,21.9,1,0,1,0.8,0
406,1000+,University Partnership,Higher Education,43.7,0.5,4,0,0,0.3,1
407,1-50,Conference,Government,28.0,105.8,0,1,0,1.1,0
408,201-1000,University Partnership,Healthcare,63.3,50.1,2,0,0,1.9,1
409,1-50,Cold Outreach,Higher Education,50.3,10.2,2,0,0,0.5,0
410,1000+,Cold Outreach,Higher Education,67.8,21.7,3,0,1,0.2,0
411,201-1000,University Partnership,Higher Education,65.8,7.6,4,0,1,0.3,0
412,201-1000,Inbound Website,NGO/Nonprofit,21.6,6.5,2,1,1,7.6,0
413,1-50,Inbound Website,Healthcare,21.3,12.8,4,1,0,0.6,0
414,1000+,Cold Outreach,Higher Education,34.9,8.2,1,1,0,4.6,0
415,1-50,Inbound Website,Higher Education,28.9,9.0,4,1,0,0.5,0
416,1-50,University Partnership,Corporate Security,65.1,1.8,1,0,0,8.3,0
417,1-50,Referral,Government,57.0,116.5,3,0,1,1.0,0
418,201-1000,Webinar,Corporate Security,72.0,23.6,2,1,0,1.7,1
419,1-50,Conference,Corporate Security,57.9,2.7,3,1,0,0.2,1
420,1000+,Referral,Other,54.2,3.4,4,1,1,1.1,1
421,201-1000,University Partnership,Government,74.0,31.6,6,1,0,1.2,1
422,1-50,Webinar,Healthcare,59.4,200.9,5,0,0,7.7,0
423,1-50,Inbound Website,Higher Education,51.4,16.1,4,0,1,4.0,0
424,1-50,Referral,Other,79.6,5.3,0,1,0,1.5,1
425,201-1000,Cold Outreach,Other,52.3,108.6,4,0,1,3.9,0
426,201-1000,Inbound Website,Healthcare,43.9,24.2,2,0,1,0.1,1
427,1-50,Cold Outreach,Corporate Security,,7.0,4,0,0,7.1,0
428,201-1000,University Partnership,Higher Education,64.1,18.2,1,0,0,1.8,0
429,1-50,University Partnership,NGO/Nonprofit,74.7,17.0,4,0,0,4.1,1
430,201-1000,Cold Outreach,Healthcare,49.0,29.7,3,0,1,1.5,0
431,1000+,Cold Outreach,Higher Education,76.2,22.7,2,0,0,5.7,0
432,201-1000,Conference,Corporate Security,10.6,65.6,6,0,1,3.0,1
433,201-1000,Webinar,Corporate Security,48.9,39.3,2,0,0,5.4,1
434,201-1000,Inbound Website,NGO/Nonprofit,49.2,10.6,4,0,0,2.7,0
435,1-50,Conference,Healthcare,35.5,61.2,3,1,0,1.8,1
436,1-50,Cold Outreach,Healthcare,97.7,7.7,3,0,0,2.7,0
437,1-50,Cold Outreach,Healthcare,48.7,12.5,1,0,0,2.9,0
438,51-200,Conference,Government,41.8,1.2,3,0,0,2.8,0
439,201-1000,University Partnership,Government,50.5,31.9,5,0,1,5.0,1
440,201-1000,Inbound Website,Higher Education,9.9,20.9,3,1,0,4.0,0
441,1000+,Inbound Website,NGO/Nonprofit,34.8,32.5,3,0,1,5.1,0
442,1-50,Referral,Corporate Security,69.7,80.1,4,0,0,0.8,1
443,201-1000,Cold Outreach,Corporate Security,37.4,12.0,3,1,1,6.8,0
444,1-50,University Partnership,Higher Education,33.4,34.0,4,0,0,1.3,1
445,1-50,University Partnership,Higher Education,76.2,25.9,1,1,1,0.5,1
446,201-1000,Cold Outreach,Corporate Security,76.8,53.8,1,1,0,0.4,0
447,1000+,University Partnership,Higher Education,60.3,70.0,2,0,0,1.2,0
448,201-1000,Inbound Website,Higher Education,40.9,51.7,5,1,0,0.4,1
449,1-50,Conference,NGO/Nonprofit,45.2,15.8,2,0,0,0.9,0
450,201-1000,Inbound Website,Government,,5.3,3,0,0,4.6,0
451,1-50,University Partnership,Government,30.1,2.8,2,0,0,0.4,0
452,1000+,University Partnership,Corporate Security,29.1,7.8,1,0,1,1.9,1
453,201-1000,University Partnership,NGO/Nonprofit,37.6,12.4,3,0,0,1.6,0
454,1-50,Referral,Government,29.3,65.8,0,0,0,0.2,0
455,1-50,Conference,NGO/Nonprofit,18.7,11.0,1,0,1,0.9,0
456,1-50,Cold Outreach,Other,54.4,0.6,2,0,1,2.4,0
457,1000+,University Partnership,Healthcare,54.7,10.3,4,0,0,3.3,1
458,51-200,Inbound Website,Corporate Security,84.0,11.4,2,0,0,1.6,1
459,201-1000,Cold Outreach,Healthcare,36.6,6.8,2,0,0,1.7,0
460,201-1000,Referral,Corporate Security,,19.1,4,0,0,4.5,0
461,51-200,University Partnership,Corporate Security,56.3,12.7,2,1,0,3.8,0
462,1-50,Webinar,Corporate Security,44.9,1.8,1,0,1,0.5,0
463,1000+,Inbound Website,Government,64.9,15.7,5,1,1,0.8,1
464,51-200,University Partnership,Higher Education,65.5,35.3,4,0,0,2.1,0
465,51-200,Conference,Corporate Security,56.5,26.0,3,0,0,1.5,1
466,201-1000,Conference,Higher Education,44.9,1.8,4,1,0,2.1,0
467,201-1000,Inbound Website,Corporate Security,42.8,61.7,5,0,0,1.4,1
468,1000+,University Partnership,Corporate Security,22.6,19.7,2,0,0,2.1,0
469,1-50,Referral,Other,33.9,15.9,1,0,1,1.5,0
470,51-200,Conference,Higher Education,37.6,6.2,3,0,0,0.7,1
471,51-200,Cold Outreach,Healthcare,27.5,43.0,2,0,1,5.2,0
472,51-200,Webinar,Corporate Security,58.8,29.4,1,0,0,0.2,0
473,1-50,Inbound Website,Higher Education,73.9,0.8,2,0,0,1.0,1
474,1-50,Referral,Higher Education,31.8,2.6,4,1,0,1.8,0
475,1-50,Inbound Website,Higher Education,55.7,1.3,5,0,1,4.2,0
476,51-200,Conference,Higher Education,,18.9,2,0,0,1.4,0
477,51-200,Inbound Website,Government,43.9,143.2,3,1,0,0.1,0
478,201-1000,Cold Outreach,Corporate Security,36.2,61.8,2,0,0,3.9,1
479,201-1000,Conference,Corporate Security,62.0,21.2,4,1,1,2.9,1
480,51-200,Webinar,Higher Education,36.4,90.8,2,0,1,1.4,0
481,51-200,Inbound Website,Higher Education,70.2,13.9,3,0,0,1.5,0
482,1-50,Inbound Website,Higher Education,45.1,8.1,11,1,0,0.9,1
483,51-200,Inbound Website,Corporate Security,37.0,16.5,6,0,0,5.2,0
484,51-200,University Partnership,Government,24.9,6.7,1,1,0,0.3,0
485,1-50,Referral,Corporate Security,55.1,8.5,1,0,1,2.3,1
486,51-200,University Partnership,Higher Education,67.9,18.0,5,1,0,1.5,1
487,51-200,Webinar,Higher Education,55.5,24.0,0,0,1,1.9,0
488,1-50,Webinar,Other,94.8,42.7,9,0,1,2.2,1
489,51-200,Webinar,Higher Education,78.6,13.6,0,0,1,3.8,1
490,51-200,Cold Outreach,Higher Education,43.8,31.6,3,1,0,0.1,0
491,201-1000,Inbound Website,Higher Education,,0.9,2,0,1,3.8,1
492,201-1000,Conference,Other,59.4,6.1,3,0,0,1.0,1
493,201-1000,University Partnership,Healthcare,33.2,4.5,5,1,0,3.7,0
494,51-200,Inbound Website,Healthcare,73.3,22.0,2,0,1,0.9,0
495,201-1000,Inbound Website,Other,57.2,3.2,3,0,0,2.4,1
496,51-200,Webinar,Higher Education,55.1,106.7,3,0,0,0.5,0
497,51-200,University Partnership,Other,63.7,19.4,5,0,0,5.5,0
498,201-1000,Inbound Website,Higher Education,84.5,46.3,7,0,0,2.6,1
499,51-200,Conference,Healthcare,53.4,2.0,4,0,1,0.1,0
500,51-200,Inbound Website,Corporate Security,47.7,23.4,4,0,1,0.1,1
501,201-1000,Conference,Government,80.2,35.5,3,0,1,0.6,1
502,1000+,Conference,Other,69.4,21.7,4,0,0,1.7,1
503,1000+,Cold Outreach,Higher Education,43.6,18.2,0,0,0,0.9,0
504,51-200,Webinar,Other,50.1,31.1,3,1,0,0.3,0
505,51-200,Cold Outreach,Government,53.9,73.9,1,0,0,2.0,0
506,201-1000,Conference,Healthcare,57.2,22.5,4,0,1,1.7,0
507,51-200,Referral,Other,22.9,45.6,1,0,1,3.7,1
508,201-1000,Cold Outreach,Higher Education,19.2,10.7,1,0,1,0.7,0
509,51-200,Conference,Other,32.3,13.5,2,1,1,1.9,1
510,1-50,University Partnership,Corporate Security,30.7,22.7,2,0,0,4.9,1
511,1-50,Inbound Website,Healthcare,37.1,4.3,3,1,1,4.6,1
512,201-1000,Cold Outreach,Higher Education,62.7,4.3,3,1,1,0.2,0
513,1-50,Conference,Corporate Security,46.6,166.3,4,1,1,3.5,0
514,1-50,Conference,Healthcare,53.9,55.3,3,1,0,0.4,1
515,51-200,Cold Outreach,Corporate Security,25.5,68.5,5,0,1,0.4,0
516,1-50,Inbound Website,Higher Education,40.8,47.7,4,1,0,0.1,0
517,51-200,Cold Outreach,Higher Education,61.7,39.2,5,1,1,5.1,1
518,201-1000,Webinar,NGO/Nonprofit,61.9,58.6,4,0,1,0.7,0
519,1-50,Inbound Website,Higher Education,35.5,24.9,0,0,1,1.3,0
520,201-1000,Inbound Website,Healthcare,53.2,9.7,3,0,0,2.2,0
521,1000+,Referral,Other,94.0,50.2,3,0,0,0.1,1
522,51-200,University Partnership,Higher Education,49.6,26.2,2,0,1,1.5,0
523,1-50,Inbound Website,Higher Education,36.1,6.3,1,1,1,0.5,1
524,201-1000,Webinar,Healthcare,46.5,82.7,6,0,1,1.1,0
525,1-50,Cold Outreach,Higher Education,51.8,33.6,2,0,0,1.4,0
526,51-200,Referral,Corporate Security,47.0,7.9,2,0,1,0.2,1
527,1000+,Cold Outreach,Healthcare,49.4,17.8,4,0,1,3.9,0
528,1000+,Conference,Corporate Security,21.1,24.7,5,0,0,6.3,0
529,201-1000,Referral,Government,30.7,15.0,5,1,0,0.5,1
530,51-200,Cold Outreach,Healthcare,47.0,42.9,2,0,1,2.8,0
531,201-1000,Conference,Corporate Security,46.7,22.1,4,1,0,1.0,1
532,201-1000,Referral,Higher Education,38.7,11.8,4,1,1,0.3,0
533,51-200,Inbound Website,Corporate Security,46.5,26.5,4,1,0,3.2,1
534,201-1000,University Partnership,NGO/Nonprofit,51.2,52.8,1,0,0,2.4,0
535,1-50,Conference,Healthcare,67.8,2.0,3,1,0,7.2,0
536,1-50,Inbound Website,Corporate Security,48.0,5.3,2,1,1,0.2,1
537,51-200,Conference,Government,58.0,30.1,6,1,1,0.7,1
538,1-50,University Partnership,Higher Education,39.2,39.9,2,0,1,2.3,0
539,1-50,Webinar,Higher Education,61.4,11.5,4,1,1,0.8,1
540,201-1000,Inbound Website,Higher Education,57.5,6.3,2,0,0,2.6,0
541,1000+,University Partnership,Other,67.3,116.0,4,0,1,0.6,0
542,51-200,University Partnership,Higher Education,64.3,10.3,4,1,0,0.6,1
543,201-1000,Referral,NGO/Nonprofit,61.8,4.0,4,1,0,2.6,0
544,1000+,Conference,Higher Education,48.0,25.9,5,0,0,0.7,0
545,1-50,Inbound Website,Government,54.9,23.7,1,0,0,1.4,0
546,51-200,Webinar,Corporate Security,71.3,3.6,1,1,1,0.4,1
547,51-200,Inbound Website,Government,37.0,23.2,4,0,0,0.7,0
548,1-50,Webinar,NGO/Nonprofit,37.4,1.1,4,0,1,0.4,0
549,201-1000,Cold Outreach,Other,53.6,23.8,3,1,1,2.3,1
550,51-200,Cold Outreach,NGO/Nonprofit,58.3,8.0,4,1,0,3.6,0
551,51-200,Webinar,Higher Education,33.5,10.5,4,0,0,0.6,0
552,1-50,University Partnership,NGO/Nonprofit,48.5,9.3,4,0,1,0.6,1
553,1-50,Conference,Higher Education,48.1,18.2,4,0,0,2.7,0
554,1000+,Inbound Website,Other,5.7,35.6,3,0,1,3.7,1
555,1-50,Cold Outreach,Corporate Security,45.6,21.0,4,1,0,1.5,0
556,1-50,Webinar,Government,46.9,7.1,4,1,0,0.8,0
557,1-50,Referral,Higher Education,46.8,3.9,3,0,0,0.9,0
558,51-200,Conference,Higher Education,78.3,37.4,2,0,0,5.2,0
559,51-200,Conference,Higher Education,25.7,12.9,5,0,0,0.5,0
560,51-200,Conference,Other,33.5,22.0,0,0,0,0.5,0
561,1-50,Cold Outreach,NGO/Nonprofit,0.0,11.6,2,0,0,3.5,0
562,1-50,University Partnership,Other,40.4,6.6,4,0,1,1.0,1
563,201-1000,University Partnership,Higher Education,42.1,4.4,1,1,0,5.8,1
564,201-1000,Referral,Corporate Security,39.8,6.0,6,0,0,6.5,1
565,201-1000,Referral,Government,72.2,1.5,2,1,0,0.5,1
566,201-1000,Referral,Corporate Security,67.2,53.1,4,0,0,2.8,1
567,201-1000,Conference,Government,51.6,4.2,2,1,0,0.3,0
568,1-50,Referral,Government,42.6,17.7,5,1,1,2.3,1
569,51-200,Referral,Corporate Security,70.5,9.9,1,0,0,3.9,0
570,51-200,Inbound Website,Higher Education,49.6,36.5,1,0,1,1.4,0
571,51-200,Webinar,Corporate Security,33.6,30.8,5,1,0,0.6,1
572,201-1000,Inbound Website,Healthcare,15.7,0.5,2,0,0,0.3,0
573,51-200,Webinar,Higher Education,41.2,7.3,3,0,0,1.2,0
574,201-1000,Conference,Other,65.1,31.6,3,0,1,0.4,1
575,1000+,Webinar,Corporate Security,95.5,16.5,1,1,1,1.8,1
576,51-200,Webinar,NGO/Nonprofit,51.2,86.4,2,0,0,1.3,0
577,1000+,Inbound Website,Healthcare,34.7,76.2,5,0,1,3.1,0
578,51-200,Cold Outreach,Healthcare,26.3,26.7,3,0,0,2.5,1
579,1000+,Cold Outreach,Healthcare,61.0,3.8,2,1,0,1.9,0
580,51-200,Cold Outreach,NGO/Nonprofit,14.7,22.3,5,0,1,0.9,1
581,51-200,University Partnership,Healthcare,61.0,26.6,2,1,0,5.2,1
582,51-200,Inbound Website,Government,66.4,38.3,6,1,0,3.8,0
583,1-50,University Partnership,Higher Education,58.7,54.1,6,0,0,4.1,0
584,51-200,University Partnership,Healthcare,45.6,2.2,4,0,1,0.3,1
585,1000+,University Partnership,Higher Education,61.3,89.2,4,1,0,0.1,1
586,201-1000,Inbound Website,Higher Education,53.4,3.9,1,1,1,2.7,1
587,1-50,Cold Outreach,Higher Education,34.4,3.7,6,0,0,0.8,0
588,51-200,Inbound Website,Corporate Security,87.0,6.7,2,0,1,0.9,0
589,1-50,Conference,Higher Education,43.0,39.1,0,0,0,0.3,0
590,1-50,Referral,Healthcare,65.5,6.7,7,0,1,2.5,1
591,1000+,Inbound Website,NGO/Nonprofit,1.6,32.8,3,0,0,4.6,0
592,51-200,Cold Outreach,NGO/Nonprofit,75.5,37.9,1,0,0,9.6,0
593,51-200,University Partnership,Government,79.4,7.3,2,0,0,8.4,1
594,51-200,Inbound Website,Corporate Security,50.6,20.5,3,1,1,4.5,0
595,1-50,Conference,Corporate Security,61.2,13.0,2,1,0,0.4,1
596,1-50,University Partnership,Corporate Security,61.2,73.1,9,1,0,0.7,1
597,201-1000,Webinar,Healthcare,37.1,15.7,3,0,1,0.2,0
598,201-1000,University Partnership,Higher Education,60.9,0.5,3,0,0,1.4,0
599,1000+,Webinar,Other,33.8,17.6,3,0,0,3.6,0
600,201-1000,Webinar,Higher Education,37.8,21.7,2,1,0,0.1,1
601,51-200,Webinar,NGO/Nonprofit,72.5,10.6,5,0,0,8.8,0
602,201-1000,Webinar,Corporate Security,69.5,64.7,2,0,0,0.3,1
603,1000+,Referral,Higher Education,35.9,43.5,4,1,1,0.5,1
604,201-1000,Inbound Website,Healthcare,35.3,12.0,3,1,0,2.3,1
605,1000+,Inbound Website,Higher Education,37.1,8.3,0,0,0,1.5,0
606,201-1000,Inbound Website,NGO/Nonprofit,64.7,7.8,0,1,1,4.4,1
607,1000+,Referral,Corporate Security,30.0,5.4,4,0,0,2.6,0
608,1-50,Cold Outreach,Higher Education,57.1,56.3,4,0,0,0.1,0
609,201-1000,Cold Outreach,Higher Education,64.9,10.7,6,0,1,4.2,1
610,51-200,Referral,NGO/Nonprofit,48.2,2.6,2,0,0,2.9,0
611,51-200,University Partnership,Government,70.2,31.0,3,1,0,2.0,1
612,201-1000,Cold Outreach,NGO/Nonprofit,43.9,2.2,6,0,1,0.1,1
613,1000+,Inbound Website,NGO/Nonprofit,45.7,66.5,3,0,1,2.8,1
614,1000+,University Partnership,Healthcare,30.5,1.2,2,1,1,1.5,0
615,1-50,Inbound Website,Government,70.3,12.3,1,0,1,2.3,0
616,201-1000,Webinar,Healthcare,34.7,15.0,0,0,0,3.9,0
617,201-1000,Inbound Website,Other,57.0,21.7,4,0,0,3.2,0
618,51-200,Cold Outreach,Higher Education,48.6,2.2,7,0,1,2.8,1
619,1-50,Cold Outreach,Government,28.9,35.9,3,0,1,2.1,0
620,1-50,Webinar,Higher Education,37.8,10.0,4,0,1,1.1,1
621,201-1000,Conference,Government,77.7,28.8,4,1,0,3.0,1
622,51-200,Cold Outreach,Healthcare,54.0,12.2,7,0,1,1.2,0
623,1000+,Webinar,Corporate Security,29.8,19.0,2,0,0,2.9,0
624,51-200,Webinar,Corporate Security,56.1,52.1,3,0,0,3.3,0
625,1000+,Inbound Website,Government,47.1,0.5,2,1,0,1.0,0
626,51-200,Referral,Higher Education,100.0,2.0,4,0,0,1.8,1
627,201-1000,Webinar,Government,55.7,46.8,2,0,1,1.3,0
628,1-50,Cold Outreach,NGO/Nonprofit,42.4,79.2,5,1,0,1.5,0
629,51-200,Conference,Healthcare,78.4,51.3,1,0,1,0.3,1
630,201-1000,Cold Outreach,Government,13.2,56.4,4,0,0,5.5,0
631,1000+,Cold Outreach,NGO/Nonprofit,,9.2,1,0,0,2.7,0
632,201-1000,Conference,Higher Education,89.9,86.0,3,0,0,0.1,0
633,1-50,Cold Outreach,Government,47.7,21.4,2,1,0,1.2,0
634,51-200,University Partnership,Higher Education,15.3,4.6,5,0,1,1.8,1
635,1-50,University Partnership,Other,42.1,3.0,2,0,0,1.6,0
636,1-50,Referral,Healthcare,79.1,7.0,4,0,0,4.8,1
637,201-1000,Referral,Healthcare,57.5,29.7,1,0,0,5.0,0
638,201-1000,Cold Outreach,Higher Education,33.2,68.5,2,0,0,5.0,0
639,201-1000,Inbound Website,Higher Education,36.3,10.9,3,1,0,5.5,0
640,1000+,Inbound Website,Healthcare,38.8,29.0,2,0,1,1.7,0
641,201-1000,Referral,Government,57.2,14.0,2,1,0,0.7,1
642,201-1000,Webinar,Other,76.8,0.6,4,1,0,0.7,1
643,1-50,University Partnership,NGO/Nonprofit,71.0,4.9,3,0,1,3.5,0
644,1-50,Conference,Corporate Security,59.1,3.3,1,1,1,0.6,1
645,201-1000,University Partnership,Healthcare,23.4,22.4,3,1,0,1.5,1
646,1000+,Webinar,Other,23.4,0.6,3,0,1,1.3,0
647,1-50,Cold Outreach,Corporate Security,60.7,11.7,5,0,1,5.5,0
648,51-200,Webinar,Healthcare,23.1,76.6,3,0,0,0.7,0
649,201-1000,Cold Outreach,Other,45.5,3.4,5,0,0,2.2,0
650,1-50,Inbound Website,Higher Education,56.1,5.5,4,1,1,1.1,1
651,51-200,University Partnership,NGO/Nonprofit,27.2,6.8,2,0,1,1.6,0
652,1000+,Conference,Higher Education,29.5,24.2,3,0,1,1.6,0
653,201-1000,Webinar,Healthcare,48.1,27.1,0,0,0,1.9,1
654,1-50,Inbound Website,NGO/Nonprofit,60.1,5.3,3,0,1,1.3,1
655,1000+,Inbound Website,Healthcare,71.2,11.4,1,1,0,2.3,0
656,51-200,Conference,Corporate Security,62.1,10.8,2,1,1,1.0,0
657,1000+,University Partnership,Healthcare,51.5,4.3,3,1,1,0.2,1
658,1-50,University Partnership,Higher Education,35.1,4.8,0,0,0,3.4,0
659,51-200,University Partnership,Higher Education,28.6,55.1,0,0,0,0.5,0
660,51-200,University Partnership,Government,39.8,2.6,2,1,0,1.2,1
661,1-50,Webinar,Corporate Security,58.2,11.2,2,0,1,0.5,1
662,1000+,Conference,Corporate Security,56.7,2.8,0,1,0,6.3,1
663,1-50,Conference,Higher Education,8.0,17.4,1,0,1,10.1,0
664,1-50,Webinar,NGO/Nonprofit,34.3,28.0,1,0,0,5.4,1
665,51-200,Webinar,Government,74.1,14.3,7,0,0,2.3,0
666,201-1000,Conference,Corporate Security,51.6,7.8,1,1,0,0.4,1
667,201-1000,Conference,Corporate Security,21.7,25.6,2,0,1,6.5,0
668,1000+,University Partnership,Higher Education,97.1,7.0,4,1,0,0.5,1
669,1-50,Webinar,Healthcare,49.4,43.1,2,0,0,2.7,1
670,51-200,Inbound Website,Corporate Security,,7.5,3,0,0,1.1,0
671,1-50,Cold Outreach,Higher Education,58.0,6.2,6,1,1,0.2,1
672,51-200,Cold Outreach,Other,42.6,64.2,3,0,1,1.6,0
673,1000+,Conference,NGO/Nonprofit,35.4,67.2,1,0,0,1.1,0
674,201-1000,Conference,Healthcare,92.4,7.4,2,1,0,0.1,1
675,51-200,Conference,NGO/Nonprofit,70.1,62.7,1,1,0,1.4,1
676,51-200,Inbound Website,Other,66.4,66.3,5,0,0,2.4,0
677,1000+,University Partnership,Government,61.5,8.3,1,1,1,1.5,1
678,51-200,Cold Outreach,Healthcare,29.9,49.7,5,0,0,0.5,0
679,1-50,Webinar,Healthcare,75.6,157.0,4,0,0,1.8,0
680,51-200,Webinar,Government,33.1,0.5,3,0,1,1.2,0
681,1-50,Webinar,Higher Education,55.7,41.2,6,0,0,1.2,0
682,1-50,Webinar,Higher Education,17.2,0.5,5,0,0,3.2,1
683,1-50,Cold Outreach,Healthcare,9.2,54.9,2,0,0,0.9,0
684,51-200,Inbound Website,NGO/Nonprofit,56.4,4.1,1,1,0,0.7,1
685,201-1000,Cold Outreach,NGO/Nonprofit,33.8,40.6,2,0,1,1.4,0
686,51-200,Cold Outreach,Government,10.2,5.8,11,0,0,1.1,0
687,51-200,Referral,Higher Education,60.8,9.7,7,1,0,0.1,1
688,1000+,University Partnership,Corporate Security,92.4,8.9,3,1,0,1.0,1
689,201-1000,Conference,Corporate Security,77.8,10.3,2,0,1,5.4,1
690,51-200,Cold Outreach,Other,44.9,50.5,1,1,0,4.2,0
691,1-50,University Partnership,NGO/Nonprofit,50.2,12.1,4,1,0,7.5,0
692,1000+,Inbound Website,Other,67.8,15.0,1,0,0,2.3,0
693,1-50,Webinar,NGO/Nonprofit,72.4,1.4,7,0,0,7.0,0
694,51-200,Referral,Other,43.1,15.0,1,0,0,1.1,0
695,1000+,Cold Outreach,Corporate Security,50.7,7.0,5,1,0,2.0,1
696,51-200,University Partnership,Higher Education,56.0,9.6,1,0,1,5.0,0
697,201-1000,Inbound Website,Higher Education,61.1,29.7,3,0,0,2.9,1
698,51-200,University Partnership,Government,47.3,8.3,1,1,1,1.1,1
699,201-1000,Referral,Government,47.6,10.8,5,0,0,2.4,1
700,1-50,Referral,Higher Education,77.6,24.9,1,0,0,0.6,0
701,1-50,Webinar,Other,74.2,9.7,3,1,0,1.3,1
702,51-200,Referral,Higher Education,59.5,27.7,4,1,0,0.7,0
703,1-50,Inbound Website,Other,84.4,4.8,2,1,1,2.0,1
704,1000+,University Partnership,NGO/Nonprofit,42.3,2.0,2,0,1,0.7,1
705,1-50,Webinar,Healthcare,82.5,7.2,4,0,1,2.4,1
706,51-200,Cold Outreach,Healthcare,60.9,20.1,1,0,0,3.5,0
707,201-1000,Cold Outreach,Government,100.0,6.1,2,0,1,0.7,1
708,201-1000,Referral,Healthcare,26.2,122.3,3,0,0,3.5,0
709,51-200,Inbound Website,Higher Education,36.2,26.0,4,1,0,2.2,0
710,51-200,Conference,Other,58.4,10.4,2,1,0,3.0,0
711,1000+,Referral,Government,57.9,119.6,3,0,0,7.6,0
712,201-1000,University Partnership,Government,89.0,11.2,4,0,1,3.3,1
713,201-1000,Conference,Healthcare,36.6,0.5,1,0,1,1.7,0
714,1000+,Webinar,Healthcare,68.1,15.7,5,0,0,2.3,1
715,201-1000,University Partnership,Corporate Security,73.2,30.1,3,1,0,1.1,0
716,1-50,University Partnership,Healthcare,64.1,8.2,4,0,1,4.5,0
717,51-200,Inbound Website,Higher Education,30.8,2.7,3,1,1,1.8,1
718,1-50,Inbound Website,Healthcare,78.2,70.0,2,0,1,2.9,1
719,201-1000,Webinar,Government,74.6,13.2,1,0,0,14.0,0
720,1000+,Conference,Government,62.0,31.9,3,1,0,1.0,0
721,51-200,Cold Outreach,Higher Education,54.1,45.2,4,0,1,2.7,0
722,51-200,Cold Outreach,Government,54.5,20.6,2,0,0,3.1,0
723,1-50,Cold Outreach,Government,48.4,18.5,3,0,1,1.9,0
724,1000+,Cold Outreach,Corporate Security,62.8,16.4,2,0,1,2.6,1
725,1-50,University Partnership,Higher Education,50.6,69.3,5,0,1,4.0,0
726,1-50,Referral,Higher Education,33.0,9.4,1,0,0,7.0,1
